projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
0d20207834257e91ac65a99df67b2deb,3dda0f98e7b6505163bbabf6290daa02,a3991371a752d50516aceff6b7e9bb0e,62637010756,38.011621,-121.968846,Pittsburg,CA,suburban,Mt Diablo Unified School Dist,Contra Costa,f,f,Ms.,Other,Applied Learning,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,700.27,31,f,1/16/13,2/4/13
0d20d2bf3c8d0406ed0ab6cf5e736104,1fd2b8d98b96958b0e09afc90476457d,7e8e8464099c6534545ed631cd675602,3.90483E+11,41.020493,-80.614517,Poland,OH,suburban,Poland Local School District,Mahoning,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,moderate poverty,Grades 6-8,426.02,400,f,7/13/12,7/28/12
0d2120c02d6c6ac6eeed29266c168aa9,a3ce3a14eecb0452b4a82471a8077b5d,ed561f1e000a50a32500b2cb66de4f1e,62271002814,34.254704,-118.514389,Northridge,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Health & Wellness,Health & Sports,,,Other,high poverty,Grades PreK-2,262.28,90,f,2/6/12,3/28/12
0d223ebc7f3f6ce208738474ce57143a,a6a49fe544b7f78136d2007b3b4d3afa,65c1bc5242f945b2d0158fb887cf1a98,3.50111E+11,35.500444,-108.819851,Gallup,NM,,Gallup Mckinley Co School Dist,McKinley,f,f,Mr.,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Technology,highest poverty,Grades 6-8,509.05,75,t,5/14/12,6/22/12
0d230c5bd1f10ac691dd476c419e6e77,6f88518fb2de844fccf12ef83c5a303a,750d408a73f2486b54ec26a7eb076f68,1.50003E+11,21.381649,-157.741127,Kailua,HI,suburban,Windward Oahu School District,Honolulu,f,f,Ms.,Literacy,Literacy & Language,,,Technology,moderate poverty,Grades 3-5,234.52,27,f,8/30/12,10/13/12
0d231ef05fd26de06e2cab57d967e58b,2c5e982c02e98bb9dfa4ea9bd840ba57,b17bf2f5ebffc68e5ce88271609891d0,1.20039E+11,25.462597,-80.484501,Homestead,FL,urban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,981.58,17,f,11/10/13,3/9/14
0d236922481cbfe3adb2ac01211f8cf4,3487e58422d6fa63c7a62826bfbd1522,bec8e083fc9b8d6e68137c5d9e531f10,1.90858E+11,41.538971,-90.554344,Davenport,IA,urban,Davenport Cmty School District,Scott,f,f,Mr.,Literacy,Literacy & Language,,,Technology,high poverty,Grades 6-8,584.72,687,t,9/14/13,1/3/14
0d2571a96fb1788a0ca895f9371b5fb8,1c7e245dcabb95d371384eec92ab8e72,05abda0e2ae333ba3070aa1e2528ddcb,10060000271,32.800989,-85.181578,Valley,AL,,Chambers Co School District,Chambers,f,f,Ms.,Foreign Languages,Literacy & Language,Literacy,Literacy & Language,Supplies,highest poverty,Grades 9-12,627.01,100,f,1/26/13,2/4/13
0d25b7768994a61bb60e2a53da60807d,9f5bb55bde6c471a09735d04d0456234,65f5cf30db2fbf110fcbc13eaa2657d7,5.10126E+11,38.82843,-77.475876,Centreville,VA,suburban,Fairfax Co Public School Dist,Fairfax,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,moderate poverty,Grades PreK-2,950.04,31,f,8/11/12,8/28/12
0d26ebf36f7a7e52a778772cc42452d1,a846cfbb02280bcf32e97fcd5554f6f8,3142671179dbc14d8254ab89d4c12422,3.70331E+11,35.250343,-77.290764,Cove City,NC,rural,Craven Co School District,Craven,f,f,Mrs.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Supplies,highest poverty,Grades 3-5,245.58,30,f,7/20/13,11/11/13
0d27bafa5161b960b34ef0e1600efe07,2dbb619835546e13ab08b333106bf00d,266be1970e152a27c61883a2ec78812f,5.50483E+11,42.905094,-88.017418,Franklin,WI,suburban,Franklin Public School Dist,Milwaukee,f,f,Mrs.,Social Sciences,History & Civics,Literacy,Literacy & Language,Other,low poverty,Grades PreK-2,177.95,25,f,7/20/12,10/8/12
0d27e1638b85ab70b4a5dc18a0fd9521,dbc5dadf1070ce324cc5ecf1c6cf422c,5ee34cc92d1c85eb8b743fd11e878bec,62271002867,33.998072,-118.461416,Venice,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Foreign Languages,Literacy & Language,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades PreK-2,821.34,48,f,11/4/12,11/21/12
0d294dae78c0362fc5248f3a84a3cc0a,4112d4bcaab14379effd3607b66cbd26,ecb6f374ddddbb21191787ab03c7faed,4.22283E+11,40.494536,-80.096993,Mc Kees Rocks,PA,suburban,Sto-rox School District,Allegheny,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Other,highest poverty,Grades 3-5,271.72,60,t,12/31/13,2/10/14
0d2aadb9d6d3b7f7fc537a594a70407e,0055b93de046b4fc2620cf7f07ff41bb,2ad438adfad360561a1cad82cf5b1d6e,3.90438E+11,41.451376,-81.704845,Cleveland,OH,urban,Cleveland Metro School Dist,Cuyahoga,f,f,Mrs.,Special Needs,Special Needs,,,Technology,highest poverty,Grades PreK-2,532.89,20,f,5/31/12,9/7/12
0d2af7b5deb9c3e45e4b0119d7a43386,1b9bb0a9a3d89cc6e7e93d846c8f588a,5152ddf96e2821239ae8ee330ecfad35,1.80283E+11,39.973128,-86.284031,Zionsville,IN,suburban,Zionsville Cmty Sch District,Boone,f,f,Mr.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,low poverty,Grades 3-5,287.04,27,f,3/24/13,4/12/13
0d2bfc6858b0c7c7811935635b64ef20,76feeb88f2a5aa79bd307f4e2fc2538a,5517d643dcfb4eac4ab26934fcc14b11,1.72118E+11,42.429943,-88.973679,Roscoe,IL,suburban,Kinnikinnick Cmty Cons SD 131,Winnebago,f,f,Mrs.,Mathematics,Math & Science,,,Technology,moderate poverty,Grades PreK-2,352.66,29,f,8/5/13,10/17/13
0d2c68fa63cb99821852c6637790ee06,6c696c4f15d039bb3792db5d416c9bdb,8df7a2e7e5fcbbe33c2375308b86366a,3.30165E+11,43.19565,-70.997918,Barrington,NH,rural,School Administrative Unit 74,Strafford,f,f,Mrs.,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Technology,moderate poverty,Grades PreK-2,776.09,16,t,5/11/13,5/22/13
0d2dd0373d73ff047017ec2ba98459eb,1ece21ea1b89bd2d880c1b55056a3e4f,18881f456c88eafc9adc23efb88dd366,5.30543E+11,47.910693,-122.245941,Everett,WA,,Mukilteo School District 6,Snohomish,f,f,Mrs.,Visual Arts,Music & The Arts,Extracurricular,Applied Learning,Supplies,high poverty,Grades 6-8,597.51,40,f,1/24/12,2/29/12
0d2e06a51cbf15843ac0a9fdb538f325,80ad41f84f427aee64248c65739e8dfb,1a0bee3831e240a05e749aa232da0c39,4.90042E+11,40.529808,-111.94223,Riverton,UT,suburban,Jordan School District,Salt Lake,f,f,Mrs.,Applied Sciences,Math & Science,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades PreK-2,989.02,25,f,9/1/13,10/27/13
0d2e124b28c721dd9e18e314e4fe8fbf,866d74d46158fe00096457bb1f8604f4,c1d359a426673bb10cd6de99cc2e9c4d,1.20144E+11,28.544386,-81.436996,Orlando,FL,urban,Orange Co Public School Dist,Orange,f,f,Mrs.,Literature & Writing,Literacy & Language,Other,Applied Learning,Technology,highest poverty,Grades 3-5,457.95,16,f,1/25/12,3/17/12
0d2e41c3ba4ef5e6609d2e86aa0bee8c,d1a199fffe1a0a9c31de59ea8a08b209,c340b6e1e6a94de0b85aa0e9ad2b4ffa,3.70297E+11,35.082615,-80.827366,Charlotte,NC,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,Mrs.,Literacy,Literacy & Language,Social Sciences,History & Civics,Other,moderate poverty,Grades PreK-2,642.41,55,f,10/5/12,1/26/13
0d2edb61ebde42c98a0e37041e2ed27a,dffd8420c8c3ff4afe99dcc20694425d,cea745bea1c70df050806b4f5be22bf7,1.60027E+11,43.180266,-112.344671,Blackfoot,ID,rural,Blackfoot School District 55,Bingham,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,514.28,24,f,7/22/13,8/6/13
0d30a2749f0d75c50b5fa530e78391c5,4969a7f2a71dd571028229b99396012a,59db7592cc7a9b80b7aebd7526caa3e5,4.84161E+11,29.230817,-97.962665,Stockdale,TX,rural,Stockdale Ind School District,Wilson,f,f,Mr.,Mathematics,Math & Science,,,Technology,high poverty,Grades 3-5,562.87,60,f,7/16/13,8/27/13
0d30f9ef08d14affff129b28d08b7122,6072e5ac51f2be51d8e662c16e697391,54d9bfc34e577dad21dc58af313209e4,4.82703E+11,30.547514,-97.868701,Leander,TX,suburban,Leander Ind School District,Williamson,f,f,Ms.,Literature & Writing,Literacy & Language,,,Other,high poverty,Grades 3-5,958.09,100,f,3/3/12,6/3/12
0d316871b283fe2ede29d13e3ed3fedb,7d23917e07b0711616ed022c55f8e012,285d86a02688ca4b19eb524286aa901d,62271007119,34.205448,-118.52845,Reseda,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,808.61,30,t,6/28/12,9/7/12
0d31904409e706b0b8f2460128999ee9,ad5ada0bf6e489f175d359e6debc734e,2aab60cff84447de04201cbdfb3f9c44,4.70294E+11,35.175324,-89.953528,Memphis,TN,urban,Memphis City School District,Shelby,f,f,Ms.,Literature & Writing,Literacy & Language,Social Sciences,History & Civics,Books,highest poverty,Grades 9-12,918.94,125,f,9/22/12,11/14/12
0d3190f47da448fc96f926062dae99e0,9cdc891a090d4fec14e635507268e26b,170bddf006ab54189ba23e00882aeb00,4.90012E+11,40.794017,-111.931611,Salt Lake Cty,UT,urban,Salt Lake City School District,Salt Lake,t,f,Ms.,Literacy,Literacy & Language,,,Books,high poverty,Grades 9-12,722.39,140,f,10/1/13,10/21/13
0d32b699d72b6af7ea7d93bc1b3fc332,741e5e7472e4d9113025783b492f68f1,db510125cace0bf270eeed961f9fc5f0,60002912243,33.611817,-117.129986,Murrieta,CA,,Murrieta Valley Unif Sch Dist,Riverside,f,f,Mrs.,Performing Arts,Music & The Arts,Music,Music & The Arts,Other,moderate poverty,Grades 6-8,498.68,35,t,12/10/13,1/24/14
0d335b5404d074606a8cb971b223930c,932e9e1e825dddc8eaaa38c202688cfc,cba1402052480faea59fffbcd848dda7,,39.769476,-86.053491,Indianapolis,IN,urban,Indiana Dept of Education,Marion,t,f,Ms.,Other,Applied Learning,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,296.96,25,t,9/1/13,10/17/13
0d33733262a7a2c168a2af4ed858e1bf,d52cb9942e49c5ea53d67929e1392b02,9943fdb43ab5f2b53f27e961caf9e90a,3.60015E+11,40.631962,-73.923897,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,Mrs.,Nutrition,Health & Sports,Health & Wellness,Health & Sports,Supplies,highest poverty,Grades PreK-2,402.11,15,t,9/14/12,10/16/12
0d33cc82c8c49b7872dea9a91f1bba9d,48c2b2c57777e08e07612fe2d7283f5a,d1ebcb1edb493e51a319a2777c8e7490,10276001109,33.926973,-85.615905,Piedmont,AL,,Piedmont City School District,Calhoun,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades PreK-2,6253.01,20,f,10/30/13,11/10/13
0d34447aa326b2246a71d3f23d682981,02bf3c95d61446a871aec0f63f7793f5,0e1c2fac10a526db2e61e8659f55872d,1.70993E+11,41.970848,-87.709555,Chicago,IL,urban,O'hare Elementary Network,Cook,f,f,Ms.,Character Education,Applied Learning,Literature & Writing,Literacy & Language,Trips,highest poverty,Grades 6-8,1133.79,167,f,5/17/12,6/7/12
0d34e914bdc7212c15bea65718cd6733,58898c33e02cb85d0686e219328326cf,e9f435ceac22c17584c411d1623dc9ad,2.20009E+11,30.09507,-90.984711,Donaldsonvlle,LA,rural,Ascension Parish School Dist,Ascension,f,f,Ms.,Early Development,Applied Learning,Literacy,Literacy & Language,Supplies,highest poverty,Grades PreK-2,697.92,20,f,7/12/13,9/5/13
0d3548d034beed22a75a18185bd52b1e,73c8f1289b766d47de3d032b8c0f013b,f1c87b6aa571c0b7883d60de6cfe3a3a,,39.810186,-84.311371,Trotwood,OH,,Trotwood-madison City SD,Montgomery,f,f,Ms.,Applied Sciences,Math & Science,Environmental Science,Math & Science,Supplies,highest poverty,Grades 6-8,184.48,600,f,6/25/13,7/13/13
0d36289e633a8a753593ca00d7d22b58,b022a5d77a9e8e21f0c0efe7995104ec,2e646c350873e4351a275eb7023cae70,1.50003E+11,21.350264,-157.728836,Waimanalo,HI,suburban,Windward Oahu School District,Honolulu,f,f,Ms.,Early Development,Applied Learning,Other,Applied Learning,Supplies,highest poverty,Grades PreK-2,483.8,20,t,10/15/13,11/30/13
0d369a439a23e651f764baabfcabc5b7,7c3e97b91aa1627a5dc2038ac453e796,1d9ab9477d344bef7cc4225bf664851a,3.60008E+11,40.765744,-73.988844,New York,NY,urban,New York City Dept Of Ed,New York (Manhattan),f,f,Ms.,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades PreK-2,1455.2,325,t,9/20/12,10/16/12
0d36ac202cfe6c7af76bf22813641fd0,70fe644703265bb90a095427aad36c6e,b7cde3a7b02adb69da4df84b8dce0d9a,1.20009E+11,30.19886,-85.838388,P C Beach,FL,,Bay Co School District,Bay,f,f,Ms.,Health & Wellness,Health & Sports,Gym & Fitness,Health & Sports,Other,highest poverty,Grades 3-5,893.49,20,t,3/18/13,5/2/13
0d36e02ef2eaa1a58c3a2aa2b85f5307,f31b6ee9af2fd4497db417d8ffb561ef,576e889f477163ae6127050bd606a008,1.20018E+11,26.13029,-80.420732,Weston,FL,rural,Broward Co Public Schools,Broward,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,moderate poverty,Grades 3-5,1159.89,21,f,11/25/13,1/19/14
0d38578618312e416d0cbf4fdc197829,a1decc1779738419a73de25539a38b82,504345e70eb5d9d54e7ab1e0a780d41c,,39.99807,-75.074791,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,t,f,Mrs.,Literature & Writing,Literacy & Language,Social Sciences,History & Civics,Technology,highest poverty,Grades 6-8,354.99,52,f,1/22/12,2/19/12
0d38633cc8a3ac98395f13e0eb1e79c9,862afe6e6e4c2a699fb9ef1f3b5e228d,0c1acf51c808fd54a0f884e3173a99f1,1.60183E+11,46.397692,-116.802347,Lapwai,ID,rural,Lapwai School District 341,Nez Perce,f,f,Mrs.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,1000.68,27,f,9/8/12,10/30/12
0d38e7df5a37e6c10fb5f68e518762cc,09a39ec1f7cdb683535df5faf411d1f8,592cd9ec899b3560e0337280d0623cb4,4.01995E+11,35.363207,-97.317715,Oklahoma City,OK,rural,Midwest City-del City Sch Dist,Cleveland,f,f,Mrs.,Music,Music & The Arts,,,Other,moderate poverty,Grades PreK-2,994.87,300,f,8/22/13,10/8/13
0d39249ccccd67baab3542198d0b1a34,195d4be3ada229405178a29e10ee9d89,e21f27fcc10c9d4735057042e39257d7,4.90042E+11,40.616335,-111.938802,West Jordan,UT,suburban,Jordan School District,Salt Lake,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,1236.34,27,f,10/22/12,11/30/12
0d395318137f7ab8f608d3ea5894704e,39adeac56c99653e75d8a3a54d5027a4,920ef9791be24317fa686127856aba1a,4.50117E+11,33.874809,-80.853317,Goose Creek,SC,suburban,Berkeley Co School District,Berkeley,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades 3-5,1007.16,25,f,2/6/13,6/4/13
0d39a57bf4e40fc33492afa78c2af89f,e1110a5d5b6699284a258bf03a1b6dc4,4b73be7169884c438239ac957a0d2904,3.70261E+11,35.076384,-77.736149,Pink Hill,NC,rural,Lenoir Co School District,Lenoir,f,f,Mrs.,Health & Wellness,Health & Sports,,,Other,highest poverty,Grades PreK-2,602.78,483,f,9/21/13,1/14/14
0d3b0b439d425a6fa61530ab3e6f35ad,17d329e81f54f78f91bc4e6179cf7ce8,31eb6a435ac362c5670ba61df3dad053,40633000542,33.501858,-112.073484,Phoenix,AZ,urban,Phoenix Union High SD 210,Maricopa,f,t,Ms.,Visual Arts,Music & The Arts,,,Technology,high poverty,Grades 9-12,1225.96,30,t,9/9/13,1/3/14
0d3b1fa7ae050c1e54fd68410af65efd,d9efe09f264b13dd35ea688b89914168,a1581f5baf3a362e35bee69f9a858846,4.10394E+11,45.515765,-122.52503,Portland,OR,urban,David Douglas School Dist 40,Multnomah,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 9-12,399.99,150,t,9/4/13,9/20/13
0d3b3e6b97237c0da8d82ead4327697d,3ad0c80bf1b8223423a9706f487ff603,34184d3d45a53ca7074df22941f09390,4.83042E+11,31.694963,-96.4748,Mexia,TX,,Mexia Ind School District,Limestone,f,f,Mr.,Extracurricular,Applied Learning,,,Technology,highest poverty,Grades 9-12,575.94,50,f,10/6/13,11/3/13
0d3b625a69da6f59abce596d67f6866a,d8d55cd74f26552206e97f6e4920d00c,ae2d7d07e7f8969e59d723b5f91ef09b,4.20002E+11,40.455711,-80.023216,Pittsburgh,PA,urban,Pittsburgh Public Sch District,Allegheny,t,f,Mrs.,Applied Sciences,Math & Science,Health & Life Science,Math & Science,Supplies,moderate poverty,Grades 6-8,384.12,75,t,11/6/12,12/12/12
0d3b6e13cc8c8eeae4de2449a8526f2c,6895a14e8e1af8b179cd75c8c495a496,9f9ce33c44f0b6e7a884fb9af202e8fe,40306000240,33.451457,-112.203699,Phoenix,AZ,rural,Fowler Elem School District 45,Maricopa,f,f,Ms.,Health & Life Science,Math & Science,Health & Wellness,Health & Sports,Supplies,highest poverty,Grades PreK-2,166.73,27,t,10/21/13,12/6/13
0d3cb1e08ad24acb378cd8514f6021dd,544c9cf0b73e947d0f645ba23ec3ca63,3180b03626399ee61e4fd05fb30eff6b,,40.830421,-73.944862,New York,NY,urban,District 75,New York (Manhattan),f,f,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Other,highest poverty,Grades 3-5,895.61,12,t,8/31/13,9/30/13
0d3cc0072af8d2ebfee14253839f50dc,0b8cbca6dfa432c4bb0f0b97e65a8a41,d06887ab9892c4eaee63c67416b2ae05,4.20082E+11,40.008626,-75.068755,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,t,f,Ms.,Social Sciences,History & Civics,College & Career Prep,Applied Learning,Books,highest poverty,Grades 9-12,688.46,60,f,8/12/12,11/12/12
0d3cf30eb9f12df8b987acd494bb0a1d,9bea19784d145638ff26698c35256022,6058a5b72c2ff74acaf6d7dae078bc16,60861000861,32.608895,-117.085635,Chula Vista,CA,suburban,Chula Vista Elem Sch Dist,San Diego,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,530.39,21,f,10/11/13,10/28/13
0d3cfbb4fb038c94cc3801660697cb05,df528c6a921fff6bdbaf82b069d1ae7d,19fb10e766c04b9c0c052473efea89f0,80336006398,39.687405,-104.905823,Denver,CO,urban,Denver Public School Dist 1,Denver,f,f,Mrs.,Visual Arts,Music & The Arts,ESL,Literacy & Language,Supplies,highest poverty,Grades 6-8,506.87,15,f,1/15/13,4/24/13
0d3e005900a65100ed5a335275dd5c8e,b3c59f074b48447c3cc158b3630f3929,7a9cb17df2e0d21eef63f5786cd11ff6,2.72124E+11,44.913315,-93.282318,Minneapolis,MN,urban,Minneapolis Public Sch Dist,Hennepin,f,t,Ms.,Visual Arts,Music & The Arts,,,Visitors,highest poverty,Grades 9-12,990.59,100,t,8/12/13,9/21/13
0d3eba1292190967fe67fc2b055cb125,e8d050134f9b6b42330939cb05f11079,653d06b87cd0d71aacf80ae375ea73ca,62865004437,33.80809,-117.794301,Orange,CA,urban,Orange Unified School Dist,Orange,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,moderate poverty,Grades PreK-2,424.52,31,f,11/26/12,1/1/13
0d3f37def52f0de39896b709eb48f741,ede13d3ed54415f3f0b989ba2c1f8ca5,5f4f942f2b1539513329e69893ed1799,1.80891E+11,39.844704,-86.266281,Indianapolis,IN,urban,Msd Of Pike Twp,Marion,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,high poverty,Grades PreK-2,321.76,25,t,8/12/13,9/1/13
0d3f3cde7b6fcce049dacaaf59516ed3,8929412cf47e481a366047bf0e4fa9c0,f798d6ad165b3305f030676c092cfbc8,4.00423E+11,35.318786,-97.103221,Shawnee,OK,,Bethel School District 3,Pottawatomie,f,f,Mrs.,Mathematics,Math & Science,Performing Arts,Music & The Arts,Technology,high poverty,Grades 3-5,524.11,20,t,9/8/12,10/4/12
0d3f44aa3c32f6020e8fc3bc4c6ad16b,d09de7abab1c799f916adf880e85cee7,8d21c7224ee451c078e60324b2590f18,,34.039135,-118.211122,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mr.,College & Career Prep,Applied Learning,Other,Applied Learning,Technology,high poverty,Grades 9-12,706.16,300,t,2/1/12,4/13/12
0d3ff0e9abb6b204e9248ad585024d2f,98ffb6236ffbb2acb574509030749754,546a8ac12888895e586469c1540320ee,4.21095E+11,40.309307,-78.910538,Johnstown,PA,,Greater Johnstown School Dist,Cambria,f,f,Ms.,Mathematics,Math & Science,Special Needs,Special Needs,Technology,highest poverty,Grades 3-5,817.15,12,t,8/22/13,12/11/13
0d40a3811c3b1698f4f08bedb87822f8,3b980669fb75fba2eb7a637ca3e253ec,4d4260e529baddf046bc0dc3a99cab44,60007210388,37.754852,-122.42616,San Francisco,CA,urban,San Francisco Unified Sch Dist,San Francisco,t,f,Mrs.,Visual Arts,Music & The Arts,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,560.46,20,t,3/7/12,3/16/12
0d40ca617f579af9138ee2236e011902,503ac23563dd583bcdbbd71f27d9cabf,a82d0939d08412a47cb515db4b7dc29b,5.60331E+11,43.647515,-108.208699,Thermopolis,WY,,Hot Springs Co School Dist 1,Hot Springs,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Supplies,high poverty,Grades PreK-2,290.72,16,f,11/6/13,12/12/13
0d4192ee77e1aaef6c41f229a22847da,95543b7183904257e434e60cf4541a65,7ab398ae6835e584d89b841c21372eb8,1.80003E+11,39.676992,-86.903038,Greencastle,IN,,Area 30 Ed Interlocal Sd,Putnam,f,f,Ms.,Early Development,Applied Learning,Visual Arts,Music & The Arts,Technology,high poverty,Grades PreK-2,598.69,55,t,9/4/13,10/22/13
0d424ff3151f238f68e7df7fd8e5ac7c,0039d0234d7b5abe53cb0863b9fae051,8f35ede8adb610566837ccc576d40751,20018000105,61.198761,-149.823191,Anchorage,AK,urban,Anchorage School District,Anchorage,f,f,Mr.,Gym & Fitness,Health & Sports,Health & Wellness,Health & Sports,Technology,moderate poverty,Grades PreK-2,982.33,530,f,10/13/13,11/18/13
0d432e6b299ca00d820ddc73949130ff,ed680067d0d6c860a3e9dbb138eea1f6,9c1e045371beef687a73ea9653bebfd2,3.6001E+11,40.569268,-74.107213,Staten Island,NY,urban,New York City Dept Of Ed,Richmond (Staten Island),f,t,Mrs.,Mathematics,Math & Science,Special Needs,Special Needs,Technology,highest poverty,Grades 9-12,909.11,6,f,11/8/12,12/2/12
0d4348dcf308307babdd02128bb581cf,9b28ba148a5a1ecbe34186fecf967c5e,057d8499600aa75a029d998faf18eea6,4.02025E+11,35.327049,-97.555534,Oklahoma City,OK,urban,Moore School District I-2,Cleveland,f,f,Mr.,Gym & Fitness,Health & Sports,Health & Wellness,Health & Sports,Other,moderate poverty,Grades 3-5,2831.89,600,f,7/17/13,8/24/13
0d43b5bd68dd567537f8a2d34d45ded7,ae71c64e4ca5b56842c2e2e15adc4083,fad68c3df2bdd8f981b7e3bca4b080c0,2.2018E+11,30.108618,-92.123549,Maurice,LA,,Vermilion Parish School Dist,Vermilion,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades PreK-2,620.09,20,f,11/1/13,11/10/13
0d43cc52c2897c227823f31677890188,4d7582b001a6ad899c088d06a7c1aad9,b8443f5e09243782c94c2baa88fb983a,2.51323E+11,42.289476,-71.812064,Worcester,MA,urban,Worcester Public School Dist,Worcester,f,t,Ms.,Health & Life Science,Math & Science,Mathematics,Math & Science,Technology,high poverty,Grades 6-8,722.95,115,f,9/17/12,11/3/12
0d43d9a4195d16e5a434fdb3d7f6c013,a4d0aeb9e3872b6b540aad8c497a6fa0,6aec83536b1bb166d485f43bf597f71a,1.30315E+11,33.035617,-83.580636,Gray,GA,rural,Jones Co School District,Jones,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,348.56,23,f,8/27/13,9/25/13
0d4415768631528065966710d7d89d0e,95426f805bb221e43592188ea9292eae,50064ecbc6b136209303558cf3b33564,,39.801228,-86.167915,Indianapolis,IN,,Indianapolis Public Sch Dist,Marion,f,f,Mrs.,Special Needs,Special Needs,Literacy,Literacy & Language,Other,low poverty,Grades PreK-2,190.49,19,f,3/29/13,4/27/13
0d44599e781c7db6fd08f7e7754674d2,0e2027ef458b02c51216a268f01670e4,d2ee8cdcdfee6ff1429d7319af0e6128,2.40009E+11,39.280418,-76.693253,Baltimore,MD,urban,Baltimore City Public Sch Dist,Baltimore City,f,f,Ms.,Mathematics,Math & Science,,,Technology,highest poverty,Grades 6-8,293.24,30,f,10/25/12,12/16/12
0d4470b834b41a16e785d3c955dcf6a3,5746569d087c3897d514daf6224bbf3e,f72e47ca9533a8d9aeef3182aa80292b,1.20039E+11,25.786112,-80.133064,Miami Beach,FL,urban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,Mr.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Other,highest poverty,Grades 6-8,223.13,900,t,10/29/13,11/10/13
0d4568bf224194493f828a2fe5e6d6d8,6972f3c79693ef405535d3485c8a0725,28030e99272bf2543f5c9e133a11bdc2,1.71185E+11,39.851404,-88.942433,Decatur,IL,urban,Decatur School District 61,Macon,f,t,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,272.92,23,f,11/7/13,12/31/13
0d460968bb704f521769ec4a6678d593,ac2a758fc8d255669ffb3444102967c9,ec2baa98f5a7a8b374b1801193f30d19,5.3054E+11,48.423424,-122.329496,Mount Vernon,WA,urban,Mt Vernon School District 320,Skagit,f,f,Mr.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 9-12,472.78,25,f,2/16/12,3/25/12
0d4623c02034d6a497e636c9612a09d4,ffeda3243c6d1fe2731ce80ea3ab69b0,c402ecba05f882a98d628ffe95b61b53,2.80348E+11,30.365949,-88.529721,Pascagoula,MS,urban,Pascagoula School District,Jackson,f,f,Mrs.,Mathematics,Math & Science,Health & Life Science,Math & Science,Technology,highest poverty,Grades 3-5,1604.36,54,f,9/5/12,10/7/12
