projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
012e523a1e201a15971e154625d9e84b,670d1186b33731fea2b5089cc762898a,496ffa46469d8ccb259fac6d79b6a40b,1.70993E+11,41.696187,-87.705733,Chicago,IL,urban,Rock Island Elem Network,Cook,f,t,Mrs.,Special Needs,Special Needs,Literacy,Literacy & Language,Technology,moderate poverty,Grades 6-8,725.49,7,f,5/18/13,7/29/13
012e5f392f25b4e1abfb64551678195f,3f3f22e34c31bf72153c52519545f97d,b904bbf328a6d2cad902795a3e85da04,4.82667E+11,32.597034,-96.797585,Lancaster,TX,,Lancaster Ind School District,Dallas,f,f,Ms.,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,289.46,24,t,10/2/12,11/19/12
012ecc20308bcf5d6b4d5fa073237a06,cfc5bc319a96d9061a9a8e09403700b1,99b0160c2d16cdbba8c6f4373873c4f2,3.20006E+11,36.247946,-115.139557,N Las Vegas,NV,suburban,Clark Co School District,Clark,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,highest poverty,Grades PreK-2,680.31,25,f,9/15/13,1/12/14
012f2777e8ef06bb2164ea2989067cce,e70387e51e06bfeaa549d1dbb3bca987,e909415de1051afcf293e7ec03e729ae,3.70053E+11,35.447269,-80.619399,Concord,NC,rural,Cabarrus Co School District,Cabarrus,f,f,Mrs.,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,high poverty,Grades PreK-2,712.62,3,f,6/10/13,8/29/13
012f2cafe4053cc4de2ba7b4f27d073e,5ce4783ca97ae4d78e9222dc078035c8,7f9a4589514f7e974d8750660c8ee765,4.106E+11,45.46912,-122.355057,Gresham,OR,suburban,Gresham-barlow Joint SD 10,Multnomah,f,f,Ms.,Literacy,Literacy & Language,,,Books,moderate poverty,Grades 6-8,397.6,150,f,2/12/12,3/18/12
012f85fbfe4a921a71d3dba451295e9a,711356c2ca7bc359692c93caff14b636,07e8551a4d381a3b2fe5eeb8d899f18d,3.70003E+11,36.101731,-79.406038,Burlington,NC,,Alamance-burlington Sch Dist,Alamance,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,550.85,18,t,12/22/12,1/15/13
013026f773fa0473ebef7da864765201,c3d300aa3b22b497a49429bdb79a0670,153813de18bbf319b447c2e9a8740943,3.40072E+11,40.911132,-74.177487,Paterson,NJ,suburban,New Jersey Dept of Education,Passaic,t,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Other,high poverty,Grades PreK-2,249.04,17,t,11/11/12,11/18/12
01307fa854e51c6080478d53d1b7839c,101c93b295d3cd420cdf2dc036843ac4,20d59b97d1b7fc95112f48960e16b392,2.30732E+11,44.052015,-70.135736,Lewiston,ME,urban,Lewiston Public Schools,Androscoggin,f,f,Ms.,Visual Arts,Music & The Arts,,,Books,highest poverty,Grades 3-5,174.92,300,f,8/21/13,8/27/13
01309f4a12e64cfecbfdf4b7ce8c79e1,944711d4a0434814639d914718ed648d,a2c1ea8cb06ce0ae1fed79a3f0a3c89d,1.30102E+11,31.996813,-81.116706,Savannah,GA,urban,Savannah-chatham Co Sch Dist,Chatham,f,f,Mrs.,History & Geography,History & Civics,Social Sciences,History & Civics,Technology,highest poverty,Grades 6-8,692.88,100,f,6/10/12,7/21/12
0131dc3fc1f10e7b18dc469a35fb8cfa,ec8887d8b126a4da877058cc1dd426c2,2382891ab7ea53e5e816d890c1ad8e8c,2.61038E+11,42.182653,-86.308105,Coloma,MI,,Coloma Cmty School District,Berrien,f,f,Mrs.,Mathematics,Math & Science,Health & Life Science,Math & Science,Technology,high poverty,Grades 3-5,228.52,26,f,9/23/12,11/5/12
01333537e288f238b471e4499b2f8c6f,321d5216cbdd2de4a74a77203ae5fe66,5dbe4f194ee7e682529e4e83cd96139f,4.70294E+11,35.060928,-89.813332,Memphis,TN,urban,Memphis City School District,Shelby,f,f,Ms.,Literature & Writing,Literacy & Language,College & Career Prep,Applied Learning,Supplies,highest poverty,Grades 3-5,888.48,78,f,10/7/13,12/15/13
0133377b1fb05694eef7069c2090886a,b7ada1ccddc239a0785dfb384748f03d,18ace9554d420dc631ee792119d10b5f,2.70579E+11,44.844189,-93.271541,Bloomington,MN,urban,Bloomington Pub Sch Dist 271,Hennepin,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,792.85,20,f,4/1/12,7/20/12
01337989197830a204c5c56423ae5a62,ba99428f97066261144c6df533249d25,ade1d58411cc84ac2b1ab6d0dbfbd41a,60639010503,35.288774,-119.045229,Bakersfield,CA,urban,Panama-buena Vista Union SD,Kern,f,f,Ms.,Mathematics,Math & Science,History & Geography,History & Civics,Technology,highest poverty,Grades 3-5,302.16,33,t,6/26/13,7/24/13
0133f3605ea659715024da59f469d7bd,a7a0dd025132a7278c20cf25ae961353,e6ee7b0bf6dbc7ac7c10832380511c81,3.6001E+11,40.720577,-73.861427,Rego Park,NY,urban,New York City Dept Of Ed,Queens,f,f,Mrs.,Social Sciences,History & Civics,Literacy,Literacy & Language,Other,high poverty,Grades 3-5,331.02,27,t,8/25/13,10/9/13
0133fc19632d6cb08062d807db554c37,b3b732a4ad5c5a8e454ee52ea3c74523,86f74f8797a263b82e7920f66c544d71,4.81965E+11,29.614569,-95.510773,Missouri City,TX,suburban,Ft Bend Ind School District,Fort Bend,f,f,Ms.,Literature & Writing,Literacy & Language,Extracurricular,Applied Learning,Technology,high poverty,Grades 9-12,508.15,30,f,10/30/13,2/2/14
013422e281023dd59e0bdc0516ecf74a,40752f442d80e40572b4764dc6ea8700,7f737177a557cf424dc2ee854ef48c10,80219000038,37.266181,-107.020225,Pagosa Spgs,CO,,Archuleta Sch Dist 50-jt,Archuleta,f,f,Mrs.,Special Needs,Special Needs,Literature & Writing,Literacy & Language,Other,high poverty,Grades PreK-2,232.91,18,f,1/21/13,3/14/13
0134c66e9306a7214b00440f9a919e90,00843b9239b0f861a562c712f87b234b,35e16fbb1f209e42bdf31735fabd9562,,34.221744,-118.461295,North Hills,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Performing Arts,Music & The Arts,Literacy,Literacy & Language,Supplies,highest poverty,Grades PreK-2,296.93,24,t,9/22/13,9/27/13
013591fedd5e47762f144b4d81d0111b,d0ef599051b27dfc689fb9d65b0bd037,7612b7fe9c6103752781fe341dcc97a1,1.70993E+11,41.906677,-87.732345,Chicago,IL,urban,Garfield-humboldt Elem Network,Cook,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades PreK-2,764.65,34,f,5/7/13,8/19/13
0137cda51b1b39ee67ca600df51a9e77,926ca18fbac904017901b1205cccc791,40b9acb534ad2220126368d324e35a82,61821002243,32.847607,-115.575231,Imperial,CA,suburban,Imperial Unified School Dist,Imperial,f,f,Mrs.,Foreign Languages,Literacy & Language,,,Technology,high poverty,Grades 9-12,950.95,150,f,11/10/13,11/22/13
01392e575cdd2c0cb4860f238f5edc13,a3d16a09f80fa7d4c5ff560cd2bf3487,527a96e430976fe2211aae8e230c455d,5.50852E+11,43.100735,-89.352303,Madison,WI,urban,Madison Metropolitan Sch Dist,Dane,f,f,Mrs.,ESL,Literacy & Language,Literacy,Literacy & Language,Supplies,highest poverty,Grades PreK-2,391.14,24,t,8/5/13,9/18/13
013a5c712791e3bf71b0d2d3ef46f9bb,90a1c96fb956ef1b9bad162f1865d398,e934edd1c7643575e794eaf8103dd0f7,64074006739,38.113758,-122.245402,Vallejo,CA,urban,Vallejo City Unified Sch Dist,Solano,f,f,Ms.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Supplies,high poverty,Grades 9-12,647.01,185,t,8/1/13,10/16/13
013aaadd87fecfbe9e1ec5aa4fabe0d3,35f6d21b39cc280bde304aaa815d158b,3e55986bc51fd887dd2dd0db4762d85d,63432010381,32.697112,-117.132733,San Diego,CA,urban,San Diego Unified School Dist,San Diego,t,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,556.99,21,f,3/18/12,5/23/12
013ae8438dfa64023101c73ffc0a2ba9,6e5b422ec1c029dfe9eb3e8761673e5c,4f12c3fa0c1cce823c7ba1df57e90ccb,3.60015E+11,40.641727,-73.965655,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Books,highest poverty,Grades PreK-2,417.66,12,f,9/24/12,11/8/12
013b43c0e1bcffbbf4d29f20f2d59f2f,841c40c9a769049bf3305827d6c39b83,d40b0abb90329a4ce748f548918c02b9,,29.716713,-95.553169,Houston,TX,urban,Texas Dept of Education,Harris,t,f,Ms.,Literacy,Literacy & Language,College & Career Prep,Applied Learning,Technology,highest poverty,Grades 6-8,554.12,140,f,1/3/13,3/17/13
013ba5e5b291fb8c0edc8e079b5f6775,04360635cbbe45ffabdee2216645674c,23e9444961f32cf5ae4c0c38a589ec48,4.61623E+11,43.423414,-98.400493,Corsica,SD,rural,Corsica School District 21-2,Douglas,f,f,Mrs.,Character Education,Applied Learning,Literature & Writing,Literacy & Language,Supplies,high poverty,Grades 6-8,979.11,10,f,2/15/12,5/24/12
013bc00dec93e71f3361b711676ea166,5e64516b5bf638e30162f809a8ce0d0d,f4afbb00df6bd893046e4356cb44f99a,3.70488E+11,35.364401,-77.940033,Goldsboro,NC,rural,Wayne Co Public School Dist,Wayne,f,f,Mrs.,Mathematics,Math & Science,Visual Arts,Music & The Arts,Supplies,high poverty,Grades PreK-2,645.61,24,t,9/25/13,11/11/13
013bce38b119636d0b51bdcaea01709d,ee9d93548c04171e07d12e03771e99b4,3f9c2af2fc3b6f8623c55ba47bed7b17,2.61573E+11,45.021297,-84.669762,Gaylord,MI,rural,Gaylord Cmty School District,Otsego,f,f,Mr.,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Books,high poverty,Grades 6-8,163.07,30,t,5/23/12,7/6/12
013c34f6d5bbde6d9b1147c70e22eac6,b83917a406527f2412035e5c37d23c02,7f4435b4a28e551aa5f7ae7cba43cfe8,,32.715938,-117.093416,San Diego,CA,,,San Diego,t,f,Ms.,Social Sciences,History & Civics,,,Trips,high poverty,Grades 9-12,490.16,40,f,4/23/12,5/28/12
013cb053f745c3d79cbaa6017e6135e0,0680fc0ecc41eaa35a868045dec3f392,7c789ac9f92c2cc51b5d0521c79462a9,3.40783E+11,40.709161,-74.090665,Jersey City,NJ,suburban,Jersey City Public School Dist,Hudson,f,f,Ms.,Parent Involvement,Applied Learning,Health & Wellness,Health & Sports,Supplies,highest poverty,Grades 3-5,552.68,900,f,3/8/13,4/7/13
013d3887ba41c88ca706abda9b10e869,a2afb08b679f5c51d6c371d3435ff3bc,3579f9534be9cfd3d5eb450466a8a81d,20018000101,61.163392,-149.854041,Anchorage,AK,urban,Anchorage School District,Anchorage,f,f,Mr.,Health & Wellness,Health & Sports,Health & Life Science,Math & Science,Supplies,moderate poverty,Grades 3-5,499.42,50,f,9/29/13,11/6/13
013dc75ea4439ba20b20fbde7b06c476,f8b18d26e50bbcbbdf52b9a91063a2fe,6690065a1d0c9e3488c41cd79f244a68,2.91383E+11,38.813351,-90.226616,Saint Louis,MO,,Hazelwood School District,St Louis,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Other,highest poverty,Grades 3-5,295.91,23,f,2/29/12,3/20/12
013de0367d31b12135b4b7a1f8513e10,0286a1bd6e83c7766413522e5a80521c,933c76c2149e216c7054aa2cdd46c19f,4.70222E+11,36.01119,-83.959365,Knoxville,TN,urban,Knox Co School District,Knox,f,f,Ms.,Social Sciences,History & Civics,Visual Arts,Music & The Arts,Supplies,highest poverty,Grades 3-5,197.98,60,f,12/19/12,1/12/13
013f92378f66b5cd2a5d4792b17a2d54,0aa04cad971c8a939d5b398f591afa25,6492c5dde934017c79327b263e7aad32,62121012490,33.898273,-118.333776,Hawthorne,CA,suburban,Lawndale Elem School District,Los Angeles,f,f,Ms.,Mathematics,Math & Science,Special Needs,Special Needs,Supplies,highest poverty,Grades PreK-2,882.51,40,t,3/6/13,3/25/13
013fd8eb1c9625c2682c6dd78e15fb45,1dec076d0b95b4ff178bde41c8bf361e,377c7b21e3c4b5cd9a382ebf93650dcc,4.8252E+11,32.567909,-96.315534,Kaufman,TX,,Kaufman Ind School District,Kaufman,f,f,Mrs.,Visual Arts,Music & The Arts,Environmental Science,Math & Science,Supplies,highest poverty,Grades 9-12,209.46,150,t,6/6/13,6/17/13
0140342978e3341aeff54d511d351074,4b47a89856db4f19d93fc18bddbde506,dbeaffccee95700c5daa13a7174ecd8a,2.60501E+11,42.500982,-83.198851,Berkley,MI,suburban,Berkley School District,Oakland,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,moderate poverty,Grades PreK-2,427.06,20,f,1/25/13,4/12/13
0140e99ab4a08a15bd7bbc52e65c10a8,a418d7035e22a028c162f23b544acc88,be560bbc4f03ac7725f71b5285607bc1,4.50357E+11,34.728756,-82.011256,Woodruff,SC,,Spartanburg School District 4,Spartanburg,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades PreK-2,439.98,24,f,10/12/13,11/16/13
0140f35d4db51d8b1323520442752798,61ecd4b851f8900401b0a1a81b3123b5,8d162f9c19232a7c9fc65f246548be9f,63153004887,32.970265,-117.095731,San Diego,CA,urban,Poway Unified School District,San Diego,f,f,Mrs.,Mathematics,Math & Science,Applied Sciences,Math & Science,Supplies,high poverty,Grades 3-5,309.29,56,f,7/13/13,8/24/13
01412506b6cab6ad22cbe3fcd1e96c3c,14ce17b47f575490fcafd902dbe054dd,9afb99a7acd978c1f5a11baa17569f41,1.30228E+11,34.045597,-84.130454,Johns Creek,GA,suburban,Fulton Co School District,Fulton,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,low poverty,Grades 3-5,450.25,23,t,8/4/12,11/20/12
01412785c6fb37cf5f6252cdff70fcf6,86724ac465216cda9d6bf32bc23d5167,b7aff05b336043ce372a7555cadc574d,3.9048E+11,40.069141,-82.518753,Alexandria,OH,rural,Northridge Local School Dist-Licking,Licking,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,moderate poverty,Grades 3-5,282.36,40,f,2/11/13,3/22/13
014187891df29d28e90a09b003512593,dec58dceb00ff0806b405a8a313030ec,c872e64ca3e34135189b52879be50d9f,1.70993E+11,41.841687,-87.734371,Chicago,IL,urban,Pilsen-little Village Network,Cook,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,3497.04,30,f,12/30/13,4/21/14
01435da93b1c7a4f98c8a9a8ddb71111,e955652cd9212bb50c9ce229a7d72bac,46c076792d4c832d0b2da5441dd84d9f,1.73708E+11,39.799508,-89.684002,Springfield,IL,urban,Springfield Pub Sch Dist 186,Sangamon,f,f,Mrs.,ESL,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,227.56,27,f,2/21/13,3/2/13
0143cec9457cc10867f4c0f6e792083a,042221961828bd9beaaa4bf01bb4f33b,bffe776504d9fa93fd0b61e7e81aae57,63597008063,34.454667,-118.544631,Valencia,CA,rural,Saugus Union Sch District,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Books,moderate poverty,Grades 3-5,398.64,30,f,11/20/13,12/4/13
014510d816da463757a4f81efd97a709,0ca00ba89894fd80987315d565150754,07cf72a317da3967bcbcd1e4ead39aff,62271003058,34.032032,-118.161568,Los Angeles,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Health & Wellness,Health & Sports,Gym & Fitness,Health & Sports,Other,high poverty,Grades 6-8,715.25,10,f,2/12/12,5/17/12
01462aba4561ca55ce1cc07bd24fea0b,503586a0533eb954f7fe4200a494584c,25300bf2d215b4d520f4dcb3f61b3d80,3.70069E+11,35.616207,-81.331868,Newton,NC,suburban,Catawba Co School District,Catawba,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 3-5,575.49,52,f,3/14/13,4/5/13
0146757230b82dbd792300c1d0003907,80c181e1781b88fdc0c9af765ffdc79c,b8ab33bd154d6beda1776da93b67a1a6,62271003419,34.304832,-118.505836,Granada Hills,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Technology,moderate poverty,Grades 3-5,641.06,24,t,1/12/12,3/4/12
0146c386f7b5eda2e2ef0010db580daa,d01f7bcb2944adf9bfdee5074776bc7e,734ee098f6b8999c2ce090df83941ef2,,40.698954,-73.945328,Brooklyn,NY,,Charter School District,Kings (Brooklyn),f,f,Mr.,Mathematics,Math & Science,Literacy,Literacy & Language,Books,highest poverty,Grades 6-8,397.61,100,f,10/7/12,10/19/12
0146f31052a07d4b4a59598007959b56,2d6a235b02ae4ed842d0521bf66abb94,9b2806b0516042789793eed18738fd9f,4.82667E+11,32.604975,-96.76318,Lancaster,TX,,Lancaster Ind School District,Dallas,f,f,Ms.,Literacy,Literacy & Language,Civics & Government,History & Civics,Other,highest poverty,Grades 3-5,514.74,86,f,6/9/12,9/17/12
01476c83f395759802e0cbf0ab41b83a,f72d7a8432ff66eeb8b63aeed599a7ab,153442940b6eeed2288f48e04e42d462,62343003558,33.821577,-117.992586,Anaheim,CA,urban,Magnolia School District,Orange,f,f,Mr.,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,highest poverty,Grades 3-5,700.27,12,f,12/2/12,3/19/13
01479b622c4a16b402a725f4c2adbac3,71df3148ec836e732f72263dc86e9543,f571f2bf57c3f81a96b71e5586455b45,1.30012E+11,33.740814,-84.331108,Atlanta,GA,,Atlanta Public Schools,Fulton,f,f,Mrs.,Early Development,Applied Learning,Other,Applied Learning,Technology,highest poverty,Grades PreK-2,942.11,20,f,12/20/12,4/13/13
014807c759c565ba72d0db2bb34c23b9,2e36712e4bcf92b1279b55498d45318e,23747a9beac0c619059cc4d080fd5224,51266001053,36.203987,-94.111104,Springdale,AR,urban,Springdale School District 50,Washington,f,f,Mrs.,Economics,History & Civics,Community Service,Applied Learning,Technology,highest poverty,Grades 3-5,1056.48,40,f,9/13/13,12/30/13
01483199d2e740bcc2a65d98b7cace55,896301143fbaea7949e9d692cb846a6d,4e3050931799e855d792b975aa09faf1,4.21905E+11,40.12768,-75.518337,Phoenixville,PA,suburban,Phoenixville Area School Dist,Chester,f,f,Mrs.,Literacy,Literacy & Language,,,Books,high poverty,Grades 3-5,718.32,30,f,6/4/13,7/1/13
0149369782f9925367fd32afabfb8254,ad1a6167a1ccd9fbfaf412efbd0949ce,7aba7b85a6f90071417ded86a599254a,80195000019,39.801923,-104.908398,Commerce City,CO,suburban,Adams Co School District 14,Adams,f,f,Ms.,Early Development,Applied Learning,Visual Arts,Music & The Arts,Supplies,highest poverty,Grades PreK-2,651.4,32,t,9/20/12,12/29/12
014a11d42830310c492ac553bbbd9b91,bd0853fe846cd8a3d6ade69cc2120a13,bb23b8263f0a8ab6b075fe5478f8d9a0,2.20102E+11,30.40508,-90.854056,Denham Spgs,LA,suburban,Livingston Parish School Dist,Livingston,f,f,Ms.,Literacy,Literacy & Language,Performing Arts,Music & The Arts,Other,high poverty,Grades PreK-2,358.19,23,t,10/7/12,11/29/12
014aa089e5f3aa303511ed25a7eff863,698bff4a379e3fab49f734c06f6e0cfd,64f83e56e6734384df0ef887c876ee02,2.50504E+11,41.76173,-71.012283,East Freetown,MA,rural,Freetown-Lakeville Reg Sd,Bristol,f,f,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,moderate poverty,Grades PreK-2,527.05,34,f,3/9/13,5/2/13
014be2c9a03ba1fcea37cdf3fd2346cd,2e85fa4c2cbb09f60a71feae14654751,94721e6b838bed3257db9d8d2e470a5b,1.70993E+11,41.761271,-87.606867,Chicago,IL,urban,Skyway Elem Network,Cook,f,f,Ms.,Literacy,Literacy & Language,Environmental Science,Math & Science,Technology,highest poverty,Grades 6-8,713.27,56,f,9/1/12,9/29/12
014ce304e6dbd253a291e9436d03a092,abbf5169404b49601328f2449c02bf82,ebcfee28ddc3dc69dfbfb840c0125840,4.8411E+11,29.82074,-95.532822,Houston,TX,urban,Spring Branch Ind Sch District,Harris,f,f,Mr.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,944.96,60,f,11/4/12,2/26/13
014cedee717cf1fa262535ef7e3b0dd7,ee9d93548c04171e07d12e03771e99b4,3f9c2af2fc3b6f8623c55ba47bed7b17,2.61573E+11,45.021297,-84.669762,Gaylord,MI,rural,Gaylord Cmty School District,Otsego,f,f,Mr.,Character Education,Applied Learning,Literature & Writing,Literacy & Language,Books,high poverty,Grades 6-8,453.16,29,f,12/28/12,2/6/13
014d1fb9f288c9cbb884bfe6e9d96da4,ca777a0ca66f033af755e2ec49ed10d3,58caeb55b16f15e75da66a0b6a88fd70,60837000818,39.758653,-121.858454,Chico,CA,urban,Chico Unified School District,Butte,f,f,Mr.,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 9-12,186.84,160,f,2/17/13,3/26/13
014eadb5f61888ea6afeca71ed77b48f,8c9fcc6def349d10e3fb81005825022d,ef3cb8fac262349983f2a2d161278527,62664004030,38.340119,-122.323398,Napa,CA,urban,Napa Valley Unified Sch Dist,Napa,f,f,Mrs.,Literacy,Literacy & Language,Special Needs,Special Needs,Supplies,highest poverty,Grades PreK-2,447.87,13,f,3/27/13,7/23/13
014ef34ab7fe6c07dc79c21ca1d2246a,fa03a6fb53884afbeba7e9d9e858fa23,9c75edb6ad8ee2a31ad9ce5add555211,3.41134E+11,40.77895,-74.165855,Newark,NJ,urban,Newark Public School District,Essex,f,f,Ms.,Literacy,Literacy & Language,,,Technology,highest poverty,Grades PreK-2,532.93,520,f,5/1/12,6/17/12
014fa773236e0815980ddbbe8c6f01f2,f7f7416840f7afe8e3270e05a088a808,363c54b00ada6b63e6e1c1d0389c9ab2,1.30102E+11,32.034328,-81.124107,Savannah,GA,urban,Savannah-chatham Co Sch Dist,Chatham,f,t,Mrs.,Environmental Science,Math & Science,Health & Life Science,Math & Science,Technology,highest poverty,Grades 3-5,504.26,90,f,7/14/12,9/8/12
01507ddaca4ee67eefb6999e68bd11c6,b5d02a19bca0da468928eeaddfa4936e,ab2162b3331f08fd2e2f8ca25b8446a6,2.612E+11,42.381522,-83.110371,Detroit,MI,urban,Detroit Public School District,Wayne,f,f,Mrs.,Environmental Science,Math & Science,Community Service,Applied Learning,Supplies,highest poverty,Grades PreK-2,519.76,34,t,6/24/12,10/12/12
0152473d1c40bf45eac36d25bcb37bcf,2e0360e497d8662ba9fcfdb5dc81082e,3c9eecf72ae543577c53952ff3efc02c,3.20006E+11,36.080879,-115.105965,Las Vegas,NV,urban,Clark Co School District,Clark,f,f,Ms.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Technology,high poverty,Grades 9-12,306.69,150,t,8/14/12,9/21/12
01529fcdaaf0fb8b1960363a3e5661c1,028f95d928dfb2e5dcd77f330d02f122,d32c1eacb9233567d373c544590317fb,68450007064,33.717864,-117.758854,Irvine,CA,urban,Irvine Unif School District,Orange,f,f,Mrs.,Mathematics,Math & Science,,,Technology,low poverty,Grades PreK-2,905.91,35,f,6/11/13,7/7/13
0152f64d62f593dceb0630528fa920f3,fb30db0a3a3059e5f418d5123ebae9ef,5310dc8df81e82d81239b5d5663e0bb5,1.30006E+11,31.753988,-82.351801,Baxley,GA,,Appling Co School District,Appling,f,f,Ms.,Applied Sciences,Math & Science,Environmental Science,Math & Science,Supplies,highest poverty,Grades 9-12,640.42,35,f,10/20/13,11/27/13
0153631d709811d1d77284afef9999c1,d1981e2772b1bf94506c9973811cea6a,a0e0a7ec8e5aeb3be34af221ce3e63a5,4.10192E+11,45.530836,-122.867283,Beaverton,OR,urban,Beaverton School District,Washington,f,f,Ms.,Visual Arts,Music & The Arts,Health & Life Science,Math & Science,Supplies,high poverty,Grades PreK-2,444.51,28,t,11/12/13,11/24/13
0154877c128ed8235b0773e40b283d65,b788f25905b7b74c8ab8d4b3cd823e95,4a6f34fedbd19380a967f0ef7e4793c5,3.70192E+11,36.080558,-79.739471,Greensboro,NC,urban,Guilford Co School District,Guilford,f,t,Mr.,Mathematics,Math & Science,Visual Arts,Music & The Arts,Technology,highest poverty,Grades 3-5,499.46,22,t,9/22/13,9/29/13
0155079ad5069693fe92f633eb7a7799,770537a6c7492763918e862f8c4dec1c,22d3f7627c696f512471dba1f3029cf7,4.80783E+11,29.711433,-95.633412,Houston,TX,urban,Alief Ind School District,Harris,f,f,Ms.,ESL,Literacy & Language,Literacy,Literacy & Language,Technology,highest poverty,Grades 9-12,1076.28,75,f,11/9/12,2/1/13
01567fd196777ac1500d12a9fb22acc8,68467ce77e437233da2db00dcb03e2ba,965bc05017a5ec524e734906089aa5ba,60438000393,38.397121,-122.735893,Santa Rosa,CA,,Bellevue Union Sch Dist,Sonoma,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades PreK-2,501.26,46,t,10/3/12,11/15/12
01574d336e8acad3be988e63f6287b88,07b6ebc8edf6adb244f4edfa851ff538,7f0e7c82e009d8d4fc6064efcfe1daa3,2.612E+11,42.411755,-83.068817,Detroit,MI,suburban,Detroit Public School District,Wayne,f,f,Ms.,Literature & Writing,Literacy & Language,Character Education,Applied Learning,Supplies,highest poverty,Grades PreK-2,336.06,25,f,10/1/12,12/7/12
015751a5f2ce45b2cb38a404971fc8f1,5c7019a52aefb44c90f30178e8d9aed8,fe4e9480c532a0c2f761f26da17d5628,1.70993E+11,41.767681,-87.590388,Chicago,IL,urban,Skyway Elem Network,Cook,f,f,Ms.,Visual Arts,Music & The Arts,Other,Applied Learning,Other,highest poverty,Grades PreK-2,592.64,250,f,3/9/12,3/16/12
01588b95c7e0628517098f865fc1a895,d72c737542fe192a3499a4d600a43132,d93f862f99b8b5586a0195d7185a5d52,,39.178356,-96.570923,Manhattan,KS,,Manhattan-ogden Unif SD 383,Riley,f,f,Mrs.,Special Needs,Special Needs,College & Career Prep,Applied Learning,Technology,high poverty,Grades 9-12,1071.01,11,f,10/7/12,11/1/12
01589d5a919848152920821af30198de,dffd8420c8c3ff4afe99dcc20694425d,cea745bea1c70df050806b4f5be22bf7,1.60027E+11,43.180266,-112.344671,Blackfoot,ID,rural,Blackfoot School District 55,Bingham,f,f,Mrs.,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Supplies,highest poverty,Grades PreK-2,363.86,20,t,12/27/13,1/11/14
0158a07c027e402c78d0c446fa301e61,1cb71bcc193cf11b24ce92cd6fd6a2b4,d119d0a661864c8c7a599e39c0b4d30f,63432003943,32.76985,-117.049818,San Diego,CA,urban,San Diego Unified School Dist,San Diego,t,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 6-8,558.04,28,f,6/24/12,7/8/12
015a10de2630d5b8e29f5debfb664f61,03239bcb1e5067aafe943584f642dd89,b6a8f512078ead483d4ae334ebb636c2,1.20018E+11,26.027361,-80.244347,Hollywood,FL,suburban,Broward Co Public Schools,Broward,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades 3-5,412.14,40,f,1/15/12,1/28/12
